time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-06-05T16:05:02.650Z,-21.3686,-177.9864,458.66,4.4,mb,,98,5.19,1.21,us,us20009kst,2017-06-19T14:00:36.040Z,"108km SE of Ndoi Island, Fiji",earthquake,12.5,6.6,0.06,81,reviewed,us,us
2017-06-05T14:46:09.990Z,0.3057,99.5322,105.92,4.6,mb,,153,1.507,0.7,us,us20009lk7,2017-06-19T13:53:27.040Z,"85km WNW of Bonjol, Indonesia",earthquake,7.3,6.5,0.152,13,reviewed,us,us
2017-06-05T14:26:27.090Z,40.3061667,-124.5361667,19.65,2.48,md,22,260,0.1932,0.06,nc,nc72810811,2017-06-05T20:27:03.446Z,"37km SW of Ferndale, California",earthquake,0.44,0.23,0.164,28,reviewed,nc,nc
2017-06-05T13:59:30.330Z,-1.2588,120.3901,10,4.2,mb,,83,2.386,0.7,us,us20009lk6,2017-06-19T13:33:01.040Z,"34km WNW of Kasiguncu, Indonesia",earthquake,6.5,1.7,0.167,10,reviewed,us,us
2017-06-05T13:43:55.820Z,52.7553,-174.382,220.88,4.6,mb,,138,2.725,0.84,us,us20009ks2,2017-06-19T13:10:12.040Z,"63km N of Atka, Alaska",earthquake,9.1,7.7,0.036,235,reviewed,us,us
2017-06-05T13:07:45.280Z,17.2351,-84.7502,5.88,4.6,mb,,46,3.986,1.03,us,us20009krt,2017-06-19T13:07:54.040Z,"89km WSW of Great Swan Island, Honduras",earthquake,7.2,2,0.033,276,reviewed,us,us
2017-06-05T12:52:55.850Z,-20.7921,-177.5299,7.03,4.3,mb,,235,5.157,1.17,us,us20009lk9,2017-06-18T09:53:47.040Z,"122km E of Ndoi Island, Fiji",earthquake,31.2,21.1,0.161,11,reviewed,us,us
2017-06-05T12:31:33.060Z,-57.552,-66.4253,10,4.9,mb,,132,2.711,0.64,us,us20009krn,2017-06-18T09:48:28.040Z,"Drake Passage",earthquake,10.2,1.9,0.107,27,reviewed,us,us
2017-06-05T12:31:26.040Z,-35.2246,-111.0217,10,4.5,mb,,160,8.153,1.11,us,us20009lk8,2017-06-18T09:47:15.040Z,"Southern East Pacific Rise",earthquake,15.3,1.9,0.164,11,reviewed,us,us
2017-06-05T12:25:12.620Z,19.1713333,-155.4458313,39.61,2.51,ml,34,156,0.02209,0.28,hv,hv61787341,2017-06-18T09:11:15.040Z,"5km SE of Pahala, Hawaii",earthquake,1.03,1.92,0.46,7,reviewed,hv,hv
2017-06-05T12:04:18.460Z,18.6138,145.398,184.2,4.2,mb,,149,5.021,0.56,us,us20009lk5,2017-06-18T07:05:16.040Z,"33km WSW of Agrihan, Northern Mariana Islands",earthquake,10,10.6,0.095,31,reviewed,us,us
2017-06-05T11:55:45.130Z,-18.3331,-179.0887,560.36,4.4,mb,,166,2.781,0.84,us,us20009lk4,2017-06-18T06:59:42.040Z,"259km N of Ndoi Island, Fiji",earthquake,19.2,12.1,0.144,14,reviewed,us,us
2017-06-05T11:53:02.600Z,-18.2633,-178.3431,598.4,4.3,mb,,124,3.468,0.48,us,us20009lk3,2017-06-18T06:56:32.040Z,"266km N of Ndoi Island, Fiji",earthquake,16.3,12.4,0.125,18,reviewed,us,us
2017-06-05T11:34:11.290Z,-4.072,-80.3583,49,5.6,mww,,25,0.596,1.05,us,us20009kr6,2017-06-18T06:54:49.412Z,"41km E of Papayal, Peru",earthquake,7.3,1.9,0.045,47,reviewed,us,us
2017-06-05T11:24:33.330Z,50.5796,-170.186,15.58,3.9,mb,,228,2.229,0.95,us,us20009kr4,2017-06-18T06:46:42.040Z,"225km SSE of Amukta Island, Alaska",earthquake,9.5,8.1,0.068,57,reviewed,us,us
2017-06-05T10:50:54.610Z,36.3073333,-120.8558333,8.79,2.51,md,78,49,0.1013,0.07,nc,nc72810746,2017-06-06T18:28:01.365Z,"26km ENE of King City, California",earthquake,0.14,0.33,0.173,77,reviewed,nc,nc
2017-06-05T09:25:49.810Z,19.3233,-67.2586,40,3.22,md,12,293,0.8684,0.5,pr,pr2017156007,2017-06-08T01:28:14.227Z,"93km N of San Antonio, Puerto Rico",earthquake,2.95,15.56,0.21,8,reviewed,pr,pr
2017-06-05T07:51:06.920Z,52.3178,-170.4297,44.3,4.7,mb,,171,0.602,1.08,us,us20009kqt,2017-06-05T15:31:36.587Z,"39km SSE of Yunaska Island, Alaska",earthquake,7.9,7.2,0.031,316,reviewed,us,us
2017-06-05T07:15:34.550Z,-24.2606,-67.0678,203.63,4.1,mb,,93,1.653,0.65,us,us20009kqn,2017-06-05T07:51:58.040Z,"76km W of San Antonio de los Cobres, Argentina",earthquake,12,16.7,0.214,6,reviewed,us,us
2017-06-05T05:17:53.860Z,17.9106,-65.4741,14,2.47,md,5,246,0.2024,0.07,pr,pr2017156005,2017-06-08T01:29:53.171Z,"20km S of Esperanza, Puerto Rico",earthquake,0.7,1.38,0.27,5,reviewed,pr,pr
2017-06-05T04:41:02.960Z,-8.1091,119.6927,205.61,4.2,mb,,77,2.571,1.09,us,us20009ljz,2017-06-13T02:44:46.040Z,"47km NNW of Labuhanbajo, Indonesia",earthquake,8.9,8.4,0.132,16,reviewed,us,us
2017-06-05T04:36:01.100Z,36.5363,-98.9652,5.382,2.8,ml,,62,,0.29,us,us20009kqe,2017-06-08T03:16:55.040Z,"24km ENE of Mooreland, Oklahoma",earthquake,2,4.4,,,reviewed,tul,tul
2017-06-05T04:14:18.000Z,19.076,-64.1786,51,2.67,md,3,343,1.3451,0.18,pr,pr2017156004,2017-06-08T01:30:35.437Z,"86km NNE of Road Town, British Virgin Islands",earthquake,6.94,11.02,0.12,3,reviewed,pr,pr
2017-06-05T04:08:34.500Z,-3.5168,-77.3642,57.27,4.2,mb,,73,2.159,1.17,us,us20009ljy,2017-06-13T02:39:10.040Z,"132km E of Gualaquiza, Ecuador",earthquake,7.4,8.3,0.091,33,reviewed,us,us
2017-06-05T04:00:06.960Z,50.8374,179.4262,10,4.6,mb,,186,0.546,0.88,us,us20009kqc,2017-06-13T02:09:49.040Z,"113km WSW of Amatignak Island, Alaska",earthquake,4.7,1.9,0.039,200,reviewed,us,us
2017-06-05T03:47:33.720Z,37.4801667,-119.3673333,7.75,2.57,md,45,56,0.161,0.06,nc,nc72810571,2017-06-06T18:13:02.312Z,"30km NE of Oakhurst, California",earthquake,0.27,1.18,0.246,40,reviewed,nc,nc
2017-06-05T03:09:04.120Z,18.7305,-68.3713,79,2.96,md,4,291,0.2168,0.02,pr,pr2017145003,2017-06-08T23:12:13.040Z,"55km NNE of Punta Cana, Dominican Republic",earthquake,8.05,2.52,0.14,4,reviewed,pr,pr
2017-06-05T02:05:39.470Z,53.746,170.7696,10,4.5,mb,,149,2.245,0.91,us,us20009kph,2017-06-13T02:00:32.040Z,"189km WNW of Attu Station, Alaska",earthquake,8,1.9,0.064,72,reviewed,us,us
2017-06-05T01:49:28.560Z,50.9432,179.5411,25.68,3.2,ml,,235,0.46,0.35,us,us20009krz,2017-06-13T01:58:15.040Z,"101km WSW of Amatignak Island, Alaska",earthquake,5.7,11.8,,,reviewed,us,ak
2017-06-04T23:57:15.950Z,14.4741,-90.6383,183.58,4.8,mb,,128,1.024,1.01,us,us20009kp4,2017-06-05T22:31:59.040Z,"2km WSW of Amatitlan, Guatemala",earthquake,6.1,5.3,0.028,385,reviewed,us,us
2017-06-04T21:45:42.490Z,60.0227,-140.6151,0,2.9,ml,,,,0.88,ak,ak16173789,2017-06-04T22:00:02.238Z,"72km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-06-04T20:14:36.510Z,19.1251,-64.1016,41,3.39,md,7,335,1.4364,0.1,pr,pr2017155021,2017-06-05T02:02:54.820Z,"95km NE of Road Town, British Virgin Islands",earthquake,3.56,9.03,0.2,5,reviewed,pr,pr
2017-06-04T19:45:10.840Z,36.4798,-98.7845,4.21,2.8,mb_lg,,82,0.034,0.25,us,us20009knc,2017-06-05T02:58:38.508Z,"35km NW of Fairview, Oklahoma",earthquake,1.5,4.7,0.058,78,reviewed,us,us
2017-06-04T18:46:12.780Z,24.9968,142.2528,32.13,5.2,mb,,111,2.091,1.51,us,us20009kmz,2017-06-04T19:05:52.040Z,"95km ENE of Iwo Jima, Japan",earthquake,8.4,4.9,0.036,248,reviewed,us,us
2017-06-04T18:26:46.630Z,19.1228,-64.15,35,2.45,md,3,337,1.3955,0.17,pr,pr2017155019,2017-06-05T02:09:06.396Z,"92km NNE of Road Town, British Virgin Islands",earthquake,4.47,14.89,0.15,3,reviewed,pr,pr
2017-06-04T18:08:12.900Z,35.6822,-97.1872,7.14,2.6,mb_lg,,54,0.027,0.17,us,us20009kmt,2017-06-05T15:18:39.492Z,"2km NNE of Luther, Oklahoma",earthquake,1.1,3.4,0.063,66,reviewed,us,us
2017-06-04T16:42:55.690Z,52.0397,-172.8201,49.68,3.7,mb,,115,1.955,0.98,us,us20009lji,2017-06-18T15:54:01.040Z,"96km E of Atka, Alaska",earthquake,6.6,11.7,0.083,37,reviewed,us,us
2017-06-04T16:21:06.980Z,43.384,-127.1077,10,3.1,ml,,247,2.093,0.6,us,us20009kml,2017-06-18T15:39:05.040Z,"221km W of Bandon, Oregon",earthquake,4.3,2,0.046,62,reviewed,us,us
2017-06-04T16:16:19.020Z,18.1581,-68.0446,150,3.2,md,15,197,0.4899,0.42,pr,pr2017155018,2017-06-18T15:37:35.040Z,"63km SE of Boca de Yuma, Dominican Republic",earthquake,4.28,1.83,0.26,7,reviewed,pr,pr
2017-06-04T16:12:28.390Z,-22.6523,-179.5583,555.48,4.4,mb,,110,5.373,0.47,us,us20009ljh,2017-06-18T15:23:04.040Z,"238km SSW of Ndoi Island, Fiji",earthquake,17.1,16.2,0.112,23,reviewed,us,us
2017-06-04T15:06:45.070Z,-57.9935,-25.1486,35,4.3,mb,,114,7.343,0.51,us,us20009ljt,2017-06-18T14:24:39.040Z,"140km NE of Bristol Island, South Sandwich Islands",earthquake,10.9,1.9,0.154,12,reviewed,us,us
2017-06-04T14:36:56.670Z,-19.557,-70.149,49.5,4.6,mb,,134,0.709,0.8,us,us20009kmd,2017-06-18T13:45:13.040Z,"73km N of Iquique, Chile",earthquake,4.4,7.9,0.053,106,reviewed,us,us
2017-06-04T13:24:46.740Z,24.6436,122.5932,10,4.6,mb,,86,0.419,0.58,us,us20009km7,2017-06-15T19:54:05.179Z,"45km WNW of Yonakuni, Japan",earthquake,2.5,1.9,0.105,27,reviewed,us,us
2017-06-04T13:22:25.611Z,57.2875,-150.6439,0.9,3.2,ml,,,,0.62,ak,ak16173650,2017-06-15T19:37:02.040Z,"119km ESE of Kodiak, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-06-04T13:14:32.020Z,30.4877,50.6612,10,4.2,mb,,78,7.388,1.36,us,us20009ljf,2017-06-15T13:56:47.040Z,"19km NW of Do Gonbadan, Iran",earthquake,11.6,1.9,0.136,15,reviewed,us,us
2017-06-04T12:42:21.570Z,2.8091,128.3131,51.34,4.4,mb,,148,2.233,1.27,us,us20009ljd,2017-06-18T06:41:29.040Z,"124km NNE of Tobelo, Indonesia",earthquake,13.1,10.1,0.154,12,reviewed,us,us
2017-06-04T12:20:49.720Z,-6.3015,149.3839,145.35,4.4,mb,,109,4.684,0.96,us,us20009ljb,2017-06-18T06:37:38.040Z,"20km WSW of Kandrian, Papua New Guinea",earthquake,9,7,0.108,25,reviewed,us,us
2017-06-04T10:40:21.210Z,36.547,-89.6568333,7.53,2.45,md,66,26,0.01959,0.11,nm,nm60197311,2017-06-18T06:31:25.040Z,"6km SW of Lilbourn, Missouri",earthquake,0.14,0.29,0.149,44,reviewed,nm,nm
2017-06-04T10:24:37.260Z,-4.6248,138.948,45.38,4.1,mb,,232,6.895,1.02,us,us20009ljq,2017-06-18T06:28:24.040Z,"218km NW of Tanahmerah, Indonesia",earthquake,11,15.9,0.151,12,reviewed,us,us
2017-06-04T09:53:55.590Z,-17.3818,-178.624,549.5,4.3,mb,,91,3.19,0.84,us,us20009klw,2017-06-18T06:24:29.040Z,"237km ESE of Lambasa, Fiji",earthquake,15.1,10.2,0.096,31,reviewed,us,us
2017-06-04T09:50:33.800Z,-22.8567,179.0903,575.4,4.2,mb,,107,5.178,0.33,us,us20009lj9,2017-06-18T06:19:31.040Z,"South of the Fiji Islands",earthquake,18,17.8,0.146,13,reviewed,us,us
2017-06-04T09:41:32.430Z,53.7809,-165.9981,81.9,2.5,ml,,192,0.307,0.2,us,us20009kmh,2017-06-18T06:13:47.040Z,"36km ESE of Unalaska, Alaska",earthquake,12.2,15.1,,,reviewed,us,ak
2017-06-04T09:34:04.020Z,51.8261,-169.2058,10,3.7,mb,,217,1.084,0.99,us,us20009ljc,2017-06-18T06:11:46.040Z,"125km S of Nikolski, Alaska",earthquake,11.1,2,0.072,49,reviewed,us,us
2017-06-04T09:12:58.820Z,18.4431,-63.9313,91,2.73,md,3,353,1.3579,0.24,pr,pr2017155015,2017-06-05T02:12:58.257Z,"72km E of Road Town, British Virgin Islands",earthquake,11.88,3.44,0.57,2,reviewed,pr,pr
2017-06-04T09:09:39.020Z,-52.5496,28.0334,10,4.8,mb,,63,19.301,0.71,us,us20009lj7,2017-06-18T06:02:25.040Z,"South of Africa",earthquake,11.3,1.9,0.139,16,reviewed,us,us
2017-06-04T09:07:21.370Z,-20.6792,-178.9357,646.46,4.1,mb,,126,4.076,0.53,us,us20009lj8,2017-06-17T10:36:02.040Z,"24km W of Ndoi Island, Fiji",earthquake,22.7,20.5,0.127,17,reviewed,us,us
2017-06-04T06:14:00.250Z,37.2348333,-97.9826667,4.22,2.51,ml,15,234,0.01237,0.05,ismpkansas,ismpkansas70228678,2017-06-13T01:24:20.010Z,"6km SSE of Harper, Kansas",earthquake,0.44,0.34,0.165,16,reviewed,ismp,ismp
2017-06-04T06:02:34.963Z,60.249,-139.6232,0,2.8,ml,,,,0.75,ak,ak16173556,2017-06-04T06:07:05.668Z,"78km N of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-06-04T06:01:33.860Z,18.0758,-64.6611,121,3,md,6,288,0.6632,0.15,pr,pr2017155012,2017-06-05T02:14:31.924Z,"36km N of Christiansted, U.S. Virgin Islands",earthquake,5.35,1.48,0.42,4,reviewed,pr,pr
2017-06-04T05:57:34.480Z,35.7924,-96.6507,3.62,2.7,mb_lg,,150,0.133,0.16,us,us20009klb,2017-06-04T16:16:36.787Z,"4km N of Stroud, Oklahoma",earthquake,0.9,4.8,0.062,68,reviewed,us,us
2017-06-04T03:36:36.670Z,19.4516,-68.136,32,3.06,md,11,333,0.9693,0.36,pr,pr2017155011,2017-06-05T02:38:58.112Z,"100km NNE of Punta Cana, Dominican Republic",earthquake,2.92,24.94,0.23,8,reviewed,pr,pr
2017-06-04T02:16:28.700Z,19.1408,-64.2595,64,2.65,md,3,342,1.3195,0.36,pr,pr2017155005,2017-06-05T02:23:18.802Z,"88km NNE of Road Town, British Virgin Islands",earthquake,13.61,17.31,0.07,3,reviewed,pr,pr
2017-06-04T02:09:58.150Z,35.3592,140.6505,35,4.6,mb,,127,2.136,0.87,us,us20009kp0,2017-06-05T01:57:38.978Z,"27km ENE of Ohara, Japan",earthquake,6.6,2,0.107,26,reviewed,us,us
2017-06-04T01:46:07.200Z,36.8194,-98.2204,5,2.5,mb_lg,,92,0.017,0.35,us,us20009kkq,2017-06-04T02:00:19.040Z,"14km ENE of Cherokee, Oklahoma",earthquake,1.7,2,0.065,62,reviewed,us,us
2017-06-04T01:05:43.343Z,59.8196,-153.1069,94.8,2.5,ml,,,,0.61,ak,ak16172319,2017-06-04T01:18:46.014Z,"71km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-06-04T00:56:13.630Z,35.3429,140.4627,27.22,4.5,mb,,116,1.985,0.7,us,us20009kkf,2017-06-04T22:33:10.712Z,"12km NE of Ohara, Japan",earthquake,6.2,3.9,0.09,36,reviewed,us,us
2017-06-04T00:51:47.370Z,2.4719,126.8912,13.43,4.7,mb,,108,1.754,0.99,us,us20009kk6,2017-06-04T01:17:34.040Z,"149km WNW of Tobelo, Indonesia",earthquake,5.8,4.5,0.082,45,reviewed,us,us
2017-06-04T00:24:59.130Z,19.1195,-64.1876,7,2.5,md,3,343,1.3632,0.24,pr,pr2017155010,2017-06-05T02:25:18.288Z,"89km NNE of Road Town, British Virgin Islands",earthquake,15.52,14.88,0.45,2,reviewed,pr,pr
2017-06-04T00:20:53.090Z,-18.72,-172.6667,10,5.1,mb,,81,2.617,1.7,us,us20009kjz,2017-06-04T00:45:38.040Z,"139km E of Neiafu, Tonga",earthquake,8.6,1.8,0.066,75,reviewed,us,us
2017-06-04T00:17:53.600Z,19.1261,-64.1688,40,2.87,md,5,333,1.3822,0.15,pr,pr2017155002,2017-06-21T05:36:37.040Z,"92km NE of Road Town, British Virgin Islands",earthquake,4.51,12.13,0.19,3,reviewed,pr,pr
2017-06-04T00:10:32.690Z,19.3303,-64.0673,40,3.49,md,13,321,1.5884,0.26,pr,pr2017155000,2017-06-21T05:25:56.040Z,"86km NNE of Road Town, British Virgin Islands",earthquake,3.82,19.44,0.13,5,reviewed,pr,pr
2017-06-04T00:07:28.550Z,-27.8028,-71.0685,29.3,4.3,mwr,,100,0.4,0.97,us,us20009kjl,2017-06-04T00:41:10.053Z,"87km SW of Copiapo, Chile",earthquake,3.5,4.8,0.037,70,reviewed,us,us
2017-06-04T00:06:56.930Z,35.3975,-117.7128333,7.44,3.64,ml,64,23,0.08561,0.19,ci,ci37661159,2017-06-19T23:44:36.676Z,"8km WNW of Johannesburg, CA",earthquake,0.16,0.59,0.158,346,reviewed,ci,ci
2017-06-04T00:06:00.970Z,19.4576,-63.9101,35,3.95,md,18,323,1.7906,0.28,pr,pr2017155001,2017-06-05T02:28:17.182Z,"101km NNE of Road Town, British Virgin Islands",earthquake,2.48,19.67,0.17,13,reviewed,pr,pr
2017-06-03T23:58:36.030Z,18.98,-64.0803,78,2.62,md,3,346,1.3775,0.22,pr,pr2017154015,2017-06-05T02:29:13.861Z,"84km NE of Road Town, British Virgin Islands",earthquake,11.2,8.13,0.36,3,reviewed,pr,pr
2017-06-03T23:58:17.550Z,53.7958,170.8601,29.43,3.8,mb,,151,2.219,1.05,us,us20009lhj,2017-06-21T04:26:37.040Z,"187km NW of Attu Station, Alaska",earthquake,7.2,7.3,0.141,13,reviewed,us,us
2017-06-03T23:32:45.090Z,19.3255,-64.0935,33,3.52,md,18,314,1.5653,0.33,pr,pr2017154014,2017-06-21T04:39:06.040Z,"98km NNE of Road Town, British Virgin Islands",earthquake,2.84,23.64,0.47,13,reviewed,pr,pr
2017-06-03T22:57:34.720Z,-49.4992,-116.1102,10,4.7,mb,,119,29.193,0.84,us,us20009lhh,2017-06-21T05:02:17.040Z,"Southern East Pacific Rise",earthquake,14.2,1.8,0.087,40,reviewed,us,us
2017-06-03T22:26:47.500Z,37.3024,141.4951,27.99,4.3,mb,,184,0.796,1,us,us20009lhf,2017-06-21T04:17:47.040Z,"48km ESE of Namie, Japan",earthquake,7.4,6.6,0.238,5,reviewed,us,us
2017-06-03T22:25:41.700Z,36.2207,-97.5665,6.696,2.5,ml,,30,,0.2,us,us20009kjb,2017-06-21T03:52:06.040Z,"26km WSW of Perry, Oklahoma",earthquake,1.1,2.4,,,reviewed,tul,tul
2017-06-03T22:21:44.980Z,-21.891,-68.6831,103.45,5.1,mww,,25,0.527,0.82,us,us20009kja,2017-06-21T03:43:57.040Z,"68km NNE of Calama, Chile",earthquake,3.7,3.9,0.08,15,reviewed,us,us
2017-06-03T21:53:58.870Z,17.8748,-68.5735,132,3.44,md,6,291,0.6673,0.22,pr,pr2017154013,2017-06-21T02:18:27.040Z,"49km S of Boca de Yuma, Dominican Republic",earthquake,4.43,2.57,0.05,3,reviewed,pr,pr
2017-06-03T21:49:51.210Z,19.1921,-64.1795,29,2.54,md,4,333,1.4139,0.07,pr,pr2017154011,2017-06-21T02:15:10.040Z,"101km NNE of Road Town, British Virgin Islands",earthquake,1.72,9.67,0.06,3,reviewed,pr,pr
2017-06-03T21:45:18.794Z,59.8702,-152.1088,58.4,2.9,ml,,,,0.64,ak,ak16171138,2017-06-21T02:12:42.040Z,"18km NW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-06-03T21:03:23.310Z,19.0908,-64.6766,32,3.17,md,7,297,0.9903,0.3,pr,pr2017154012,2017-06-21T01:54:15.040Z,"75km N of Road Town, British Virgin Islands",earthquake,3.63,18.43,0.01,5,reviewed,pr,pr
2017-06-03T20:29:21.640Z,39.7503,-98.1773,13.39,3,mb_lg,,44,1.131,0.78,us,us20009kj0,2017-06-21T01:50:00.472Z,"4km SE of Mankato, Kansas",earthquake,2.5,8.5,0.052,96,reviewed,us,us
2017-06-03T20:17:20.950Z,-20.593,-178.0939,550.43,4.1,mb,,100,4.614,0.78,us,us20009lhd,2017-06-20T22:48:02.040Z,"63km E of Ndoi Island, Fiji",earthquake,14.9,10.3,0.139,14,reviewed,us,us
2017-06-03T20:15:29.900Z,36.7844,-97.5519,7.995,2.7,ml,,66,,0.19,us,us20009kiy,2017-06-20T22:37:49.040Z,"16km E of Medford, Oklahoma",earthquake,1.3,3.2,,,reviewed,tul,tul
2017-06-03T19:17:33.950Z,-62.5792,155.834,10,5.9,mww,,30,8.266,0.63,us,us20009kit,2017-06-18T05:47:46.017Z,"Balleny Islands region",earthquake,7.6,1.3,0.068,21,reviewed,us,us
2017-06-03T19:14:13.650Z,51.7473,178.3945,117.71,3.8,mb,,161,0.213,0.72,us,us20009kj6,2017-06-18T05:06:44.040Z,"23km SSW of Little Sitkin Island, Alaska",earthquake,8.2,4.3,0.136,14,reviewed,us,us
2017-06-03T18:56:44.670Z,59.7722,-136.6621,2.45,2.5,ml,,91,0.563,1.49,us,us20009kis,2017-06-06T15:38:37.040Z,"83km WNW of Skagway, Alaska",earthquake,1.9,7.9,0.053,47,reviewed,us,us
2017-06-03T18:51:51.210Z,6.503,126.282,86.56,4.7,mb,,80,0.896,0.95,us,us20009kir,2017-06-06T15:25:01.040Z,"17km E of Nangan, Philippines",earthquake,7.3,6.7,0.064,73,reviewed,us,us
2017-06-03T17:17:17.880Z,-30.3424,-71.6096,31.6,4,ml,,186,0.331,1.21,us,us20009kim,2017-06-06T15:17:52.040Z,"48km NW of Ovalle, Chile",earthquake,6,12.4,,,reviewed,us,guc
2017-06-03T15:45:21.294Z,51.4234,-172.528,25.3,3.3,ml,,,,0.61,ak,ak16169382,2017-06-03T18:15:19.330Z,"143km SE of Atka, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2017-06-03T13:34:08.494Z,51.7912,178.4412,103,3,ml,,,,0.51,ak,ak16168245,2017-06-03T18:00:41.282Z,"18km SSW of Little Sitkin Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-06-03T12:48:49.805Z,60.0817,-151.0859,61.8,3.9,ml,,,,0.82,ak,ak16168200,2017-06-09T10:11:16.040Z,"34km SSE of Cohoe, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-06-03T11:55:32.760Z,53.8576,170.897,31.34,4,mb,,151,2.231,0.73,us,us20009lh8,2017-06-09T10:06:55.040Z,"189km NW of Attu Station, Alaska",earthquake,10.7,9.3,0.13,16,reviewed,us,us
2017-06-03T11:47:23.300Z,50.8684,157.2769,44.15,5.1,mww,,35,2.258,0.96,us,us20009khw,2017-06-09T10:01:58.774Z,"83km ENE of Severo-Kuril'sk, Russia",earthquake,8,4.4,,,reviewed,us,us
2017-06-03T11:16:47.450Z,-20.127,-70.7928,33.32,4.1,mb,,175,0.637,0.81,us,us20009kht,2017-06-09T09:55:36.040Z,"68km W of Iquique, Chile",earthquake,7,6.3,0.198,7,reviewed,us,us
2017-06-03T11:15:34.630Z,1.5934,126.5787,59.24,4.9,mb,,84,1.134,1.13,us,us20009khu,2017-06-09T09:40:46.040Z,"125km NW of Kota Ternate, Indonesia",earthquake,8,7.3,0.076,54,reviewed,us,us
2017-06-03T10:11:10.440Z,38.0088,103.302,10,4.9,mb,,39,9.261,0.55,us,us20009khr,2017-06-03T15:04:48.575Z,"112km ESE of Jinchang, China",earthquake,3.5,1.9,0.046,149,reviewed,us,us
2017-06-03T09:57:12.857Z,60.008,-152.7489,95.8,2.6,ml,,,,0.52,ak,ak16167071,2017-06-03T10:03:53.525Z,"53km S of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-06-03T09:01:03.350Z,36.2971667,-89.5126667,9.47,2.73,md,51,33,0.04057,0.09,nm,nm60197221,2017-06-06T14:50:43.480Z,"4km NNW of Ridgely, Tennessee",earthquake,0.13,0.28,0.053,37,reviewed,nm,nm
2017-06-03T07:36:15.400Z,36.2603,-97.6872,8.151,2.6,ml,,30,,0.18,us,us20009kh9,2017-06-22T06:42:16.040Z,"19km E of Waukomis, Oklahoma",earthquake,0.7,3,,,reviewed,tul,tul
2017-06-03T07:29:45.270Z,32.375,137.5382,388.83,4.1,mb,,73,2.032,0.63,us,us20009kh5,2017-06-22T06:17:50.040Z,"209km SE of Shingu, Japan",earthquake,7.6,7.5,0.065,65,reviewed,us,us
2017-06-03T06:24:59.421Z,38.3909,-118.9184,7.8,2.6,ml,,,,0.1529,nn,nn00590984,2017-06-22T06:12:53.040Z,"29km WSW of Hawthorne, Nevada",earthquake,0.49,1.5,0.32,19,reviewed,nn,nn
2017-06-03T06:10:07.650Z,36.536,-120.5981667,10.2,2.5,md,63,99,0.2716,0.11,nc,nc72809756,2017-06-06T00:50:02.427Z,"30km SW of Mendota, California",earthquake,0.17,0.81,0.193,85,reviewed,nc,nc
2017-06-03T06:03:04.010Z,19.1141,-66.154,13,2.95,md,14,256,0.7394,0.24,pr,pr2017154005,2017-06-03T14:38:19.340Z,"71km N of San Juan, Puerto Rico",earthquake,1.9,2.84,0.28,12,reviewed,pr,pr
2017-06-03T05:45:07.730Z,53.5985,170.3521,10,4.3,mb,,162,2.418,0.82,us,us20009kgu,2017-06-22T06:09:58.040Z,"206km WNW of Attu Station, Alaska",earthquake,7.5,1.9,0.097,30,reviewed,us,us
2017-06-03T05:32:25.320Z,11.1912,142.9839,10,4.6,mb,,158,3.011,0.3,us,us20009lgx,2017-06-22T06:09:10.040Z,"293km SW of Merizo Village, Guam",earthquake,9.8,2,0.158,12,reviewed,us,us
2017-06-03T03:57:17.470Z,18.7833,-64.2945,31,2.49,md,3,342,1.0966,0.04,pr,pr2017154002,2017-06-03T14:35:49.723Z,"52km NE of Road Town, British Virgin Islands",earthquake,3.13,5.92,0.08,3,reviewed,pr,pr
2017-06-03T03:42:12.460Z,18.3756,-66.4386,58,3.38,md,22,140,0.1362,0.12,pr,pr2017154000,2017-06-03T20:04:33.197Z,"2km NNE of Barahona, Puerto Rico",earthquake,0.56,0.66,0.31,19,reviewed,pr,pr
2017-06-03T03:08:40.040Z,39.9172,-81.2928,1.77,3.4,mb_lg,,23,0.337,0.6,us,us20009kfw,2017-06-14T05:32:52.170Z,"12km SW of Barnesville, Ohio",earthquake,1,6.5,0.036,197,reviewed,us,us
2017-06-03T02:42:58.150Z,24.7698,95.1741,108.98,4.1,mb,,69,0.96,0.78,us,us20009kft,2017-06-14T04:56:52.040Z,"112km E of Yairipok, India",earthquake,8.1,10.9,0.14,14,reviewed,us,us
2017-06-03T01:28:32.260Z,53.7872,170.9747,10,4.1,mb,,152,2.156,0.58,us,us20009k9u,2017-06-03T02:10:01.040Z,"180km NW of Attu Station, Alaska",earthquake,5.3,1.9,0.103,26,reviewed,us,us
