cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
45701364530309	S	North State Independence High	Shasta Union High	Shasta	71	0	NA	NA	NA	NA	NA
45701364532750	S	Enterprise High	Shasta Union High	Shasta	284	64	514	513	479	34	53.13
45701364537304	S	Shasta High	Shasta Union High	Shasta	319	113	559	549	539	83	73.45
45752670000000	D		Gateway Unified	Shasta	284	35	516	494	473	17	48.57
45752670120170	S	Academy of Personalized Learning	Gateway Unified	Shasta	68	5	*	*	*	*	*
45752674530101	S	Gateway Educational Options	Gateway Unified	Shasta	23	0	NA	NA	NA	NA	NA
45752674531901	S	Central Valley High	Gateway Unified	Shasta	164	30	499	491	459	13	43.33
46000000000000	C			Sierra	36	14	534	491	518	8	57.14
46701770000000	D		Sierra-Plumas Joint Unified	Sierra	36	14	534	491	518	8	57.14
46701774632303	S	Downieville Junior-Senior High	Sierra-Plumas Joint Unified	Sierra	4	2	*	*	*	*	*
46701774634259	S	Loyalton High	Sierra-Plumas Joint Unified	Sierra	29	12	524	496	521	7	58.33
47000000000000	C			Siskiyou	464	152	500	517	478	75	49.34
47104700000000	D		Siskiyou County Office of Educ	Siskiyou	32	1	*	*	*	*	*
47104700117168	S	Golden Eagle Charter	Siskiyou County Office of Educ	Siskiyou	18	1	*	*	*	*	*
47702500000000	D		Dunsmuir Joint Union High	Siskiyou	18	3	*	*	*	*	*
47702504732707	S	Dunsmuir High	Dunsmuir Joint Union High	Siskiyou	18	3	*	*	*	*	*
47704660000000	D		Siskiyou Union High	Siskiyou	155	51	515	513	485	25	49.02
47704664734356	S	Happy Camp High	Siskiyou Union High	Siskiyou	16	10	*	*	*	*	*
47704664735403	S	Mt. Shasta High	Siskiyou Union High	Siskiyou	88	32	557	539	518	20	62.50
47704664738753	S	Weed High	Siskiyou Union High	Siskiyou	29	9	*	*	*	*	*
47705160000000	D		Yreka Union High	Siskiyou	190	66	492	531	467	32	48.48
47705164739207	S	Yreka High	Yreka Union High	Siskiyou	177	66	492	531	467	32	48.48
47736840000000	D		Butte Valley Unified	Siskiyou	20	6	*	*	*	*	*
47736844731253	S	Butte Valley High	Butte Valley Unified	Siskiyou	18	6	*	*	*	*	*
47764550000000	D		Scott Valley Unified	Siskiyou	49	25	498	515	502	14	56.00
47764554733309	S	Etna Union High	Scott Valley Unified	Siskiyou	45	25	498	515	502	14	56.00
48000000000000	C			Solano	4842	1778	492	506	487	851	47.86
48104880000000	D		Solano County Office of Educat	Solano	69	0	NA	NA	NA	NA	NA
48705240000000	D		Benicia Unified	Solano	425	192	527	555	523	135	70.31
48705244831004	S	Benicia High	Benicia Unified	Solano	386	192	527	555	523	135	70.31
48705320000000	D		Dixon Unified	Solano	320	129	474	503	461	52	40.31
48705324832259	S	Dixon High	Dixon Unified	Solano	262	129	474	503	461	52	40.31
48705400000000	D		Fairfield-Suisun Unified	Solano	1678	556	488	496	482	247	44.42
48705400123356	S	Matt Garcia Learning Center	Fairfield-Suisun Unified	Solano	35	0	NA	NA	NA	NA	NA
48705404830170	S	Angelo Rodriguez High	Fairfield-Suisun Unified	Solano	470	218	492	496	490	106	48.62
48705404830451	S	Armijo High	Fairfield-Suisun Unified	Solano	568	243	499	514	487	118	48.56
48705404833000	S	Fairfield High	Fairfield-Suisun Unified	Solano	283	95	452	452	454	23	24.21
48705650000000	D		Travis Unified	Solano	444	208	517	512	510	116	55.77
48705654838801	S	Vanden High	Travis Unified	Solano	401	208	517	512	510	116	55.77
48705730000000	D		Vacaville Unified	Solano	879	373	514	536	511	218	58.45
48705734830089	S	Will C. Wood High	Vacaville Unified	Solano	299	116	506	556	503	69	59.48
48705734830113	S	Elise P. Buckingham Charter Magnet High	Vacaville Unified	Solano	105	42	548	522	529	27	64.29
48705734837803	S	Vacaville High	Vacaville Unified	Solano	424	215	512	527	512	122	56.74
48705810000000	D		Vallejo City Unified	Solano	1027	320	442	455	439	83	25.94
48705814830147	S	Jesse M. Bethel High	Vallejo City Unified	Solano	442	163	449	475	450	49	30.06
48705814830196	S	MIT Academy	Vallejo City Unified	Solano	61	0	NA	NA	NA	NA	NA
48705814838058	S	John Finney High (Continuation)	Vallejo City Unified	Solano	155	2	*	*	*	*	*
48705814838504	S	Vallejo High	Vallejo City Unified	Solano	361	102	428	431	423	19	18.63
48705816116255	S	Mare Island Technology Academy	Vallejo City Unified	Solano	0	53	447	443	438	15	28.30
49000000000000	C			Sonoma	5206	1866	531	537	525	1149	61.58
49104960000000	D		Sonoma County Office of Educat	Sonoma	129	0	NA	NA	NA	NA	NA
49706070000000	D		West Sonoma County Union High	Sonoma	512	185	564	556	550	132	71.35
49706074930400	S	Analy High	West Sonoma County Union High	Sonoma	300	139	568	562	557	102	73.38
49706074931507	S	El Molino High	West Sonoma County Union High	Sonoma	158	46	555	540	527	30	65.22
49706560000000	D		Cloverdale Unified	Sonoma	119	31	473	477	477	9	29.03
49706564930855	S	Cloverdale High	Cloverdale Unified	Sonoma	103	31	473	477	477	9	29.03
49707060000000	D		Geyserville Unified	Sonoma	15	6	*	*	*	*	*
49707064932109	S	Geyserville Educational Park High	Geyserville Unified	Sonoma	14	6	*	*	*	*	*
49707300000000	D		Harmony Union Elementary	Sonoma	73	9	*	*	*	*	*
49707306120588	S	Pathways Charter	Harmony Union Elementary	Sonoma	73	9	*	*	*	*	*
49707970000000	D		Liberty Elementary	Sonoma	72	7	*	*	*	*	*
49707970107284	S	California Virtual Academy @ Sonoma	Liberty Elementary	Sonoma	72	7	*	*	*	*	*
49708390000000	D		Oak Grove Union Elementary	Sonoma	18	0	NA	NA	NA	NA	NA
49708390120584	S	Pivot Online Charter - North Bay	Oak Grove Union Elementary	Sonoma	18	0	NA	NA	NA	NA	NA
49708620000000	D		Petaluma Joint Union High	Sonoma	754	343	532	538	520	211	61.52
49708624930012	S	Casa Grande High	Petaluma Joint Union High	Sonoma	388	200	531	545	524	125	62.50
49708624930103	S	Carpe Diem High (Continuation)	Petaluma Joint Union High	Sonoma	4	1	*	*	*	*	*
49708624930236	S	Valley Oaks High (Alternative)	Petaluma Joint Union High	Sonoma	28	0	NA	NA	NA	NA	NA
49708624935151	S	Petaluma High	Petaluma Joint Union High	Sonoma	283	142	534	529	516	86	60.56
49708700000000	D		Piner-Olivet Union Elementary	Sonoma	15	1	*	*	*	*	*
49708700106344	S	Northwest Prep Charter	Piner-Olivet Union Elementary	Sonoma	15	1	*	*	*	*	*
49709040000000	D		Roseland	Sonoma	85	55	433	425	438	7	12.73
49709040101923	S	Roseland Charter	Roseland	Sonoma	85	55	433	425	438	7	12.73
49709200000000	D		Santa Rosa High	Sonoma	1969	655	546	562	543	457	69.77
49709200108811	S	Abraxis Charter	Santa Rosa High	Sonoma	19	0	NA	NA	NA	NA	NA
49709204930160	S	Elsie Allen High	Santa Rosa High	Sonoma	239	47	463	454	453	17	36.17
49709204930244	S	Maria Carrillo High	Santa Rosa High	Sonoma	397	210	574	600	573	172	81.90
49709204934154	S	Montgomery High	Santa Rosa High	Sonoma	418	188	553	570	540	125	66.49
49709204935292	S	Piner High	Santa Rosa High	Sonoma	177	57	471	504	495	25	43.86
49709204935607	S	Ridgway High (Continuation)	Santa Rosa High	Sonoma	133	1	*	*	*	*	*
49709204936803	S	Santa Rosa High	Santa Rosa High	Sonoma	441	152	555	556	552	118	77.63
49709530000000	D		Sonoma Valley Unified	Sonoma	330	160	499	519	510	86	53.75
49709534937256	S	Sonoma Valley High	Sonoma Valley Unified	Sonoma	313	160	499	519	510	86	53.75
49709610000000	D		Twin Hills Union Elementary	Sonoma	15	2	*	*	*	*	*
49709614930319	S	Orchard View	Twin Hills Union Elementary	Sonoma	15	2	*	*	*	*	*
49738820000000	D		Cotati-Rohnert Park Unified	Sonoma	473	158	525	533	510	91	57.59
49738824930384	S	Technology High	Cotati-Rohnert Park Unified	Sonoma	61	53	575	581	546	40	75.47
49738824935482	S	Rancho Cotate High	Cotati-Rohnert Park Unified	Sonoma	386	105	500	508	492	51	48.57
49753580000000	D		Windsor Unified	Sonoma	451	182	518	503	513	100	54.95
49753584930228	S	Windsor High	Windsor Unified	Sonoma	404	182	518	503	513	100	54.95
49753900000000	D		Healdsburg Unified	Sonoma	176	72	521	517	506	39	54.17
49753904932554	S	Healdsburg High	Healdsburg Unified	Sonoma	171	72	521	517	506	39	54.17
50000000000000	C			Stanislaus	8386	2702	481	485	472	1044	38.64
50105040000000	D		Stanislaus County Office of Ed	Stanislaus	447	14	544	561	541	12	85.71
50105040129023	S	Stanislaus Alternative Charter	Stanislaus County Office of Ed	Stanislaus	85	0	NA	NA	NA	NA	NA
50105045030234	S	Valley Charter High	Stanislaus County Office of Ed	Stanislaus	51	14	544	561	541	12	85.71
50710430000000	D		Ceres Unified	Stanislaus	978	351	442	446	443	86	24.50
50710430107136	S	Whitmore Charter High	Ceres Unified	Stanislaus	39	16	568	534	541	11	68.75
50710430108076	S	Central Valley High	Ceres Unified	Stanislaus	389	206	426	425	432	40	19.42
50710435030168	S	Endeavor Alternative	Ceres Unified	Stanislaus	67	0	NA	NA	NA	NA	NA
50710435030879	S	Ceres High	Ceres Unified	Stanislaus	362	129	453	469	447	35	27.13
50710680000000	D		Denair Unified	Stanislaus	187	37	452	448	449	7	18.92
50710685030267	S	Denair Charter Academy	Denair Unified	Stanislaus	106	0	NA	NA	NA	NA	NA
50710685031521	S	Denair High	Denair Unified	Stanislaus	81	37	452	448	449	7	18.92
50711340000000	D		Keyes Union	Stanislaus	24	9	*	*	*	*	*
50711346113286	S	Keyes to Learning Charter	Keyes Union	Stanislaus	24	9	*	*	*	*	*
50711750000000	D		Modesto City High	Stanislaus	3702	1240	491	495	481	517	41.69
50711750110593	S	James C. Enochs High	Modesto City High	Stanislaus	555	249	514	517	500	122	49.00
50711750121129	S	Joseph A. Gregori High	Modesto City High	Stanislaus	442	212	470	471	461	73	34.43
50711755030010	S	Fred C. Beyer High	Modesto City High	Stanislaus	555	157	505	506	489	73	46.50
50711755030135	S	Peter Johansen High	Modesto City High	Stanislaus	395	116	476	473	457	36	31.03
50711755031380	S	Grace M. Davis High	Modesto City High	Stanislaus	348	90	469	469	464	28	31.11
50711755031802	S	Thomas Downey High	Modesto City High	Stanislaus	475	166	473	491	463	60	36.14
50711755034905	S	Modesto High	Modesto City High	Stanislaus	562	250	507	507	502	125	50.00
50712170000000	D		Patterson Joint Unified	Stanislaus	459	161	445	458	441	39	24.22
50712175036256	S	Patterson High	Patterson Joint Unified	Stanislaus	367	161	445	458	441	39	24.22
50736010000000	D		Newman-Crows Landing Unified	Stanislaus	193	62	463	479	449	22	35.48
50736015035902	S	Orestimba High	Newman-Crows Landing Unified	Stanislaus	166	62	463	479	449	22	35.48
50755490000000	D		Hughson Unified	Stanislaus	179	58	513	520	502	33	56.90
50755495032651	S	Hughson High	Hughson Unified	Stanislaus	166	58	513	520	502	33	56.90
50755560000000	D		Riverbank Unified	Stanislaus	213	67	437	450	422	13	19.40
50755565036850	S	Riverbank High	Riverbank Unified	Stanislaus	161	67	437	450	422	13	19.40
50755640000000	D		Oakdale Joint Unified	Stanislaus	463	167	504	508	496	80	47.90
50755645030176	S	Oakdale Charter High	Oakdale Joint Unified	Stanislaus	22	2	*	*	*	*	*
50755645030192	S	Valley Oak Junior and Senior High	Oakdale Joint Unified	Stanislaus	30	0	NA	NA	NA	NA	NA
50755645035654	S	Oakdale High	Oakdale Joint Unified	Stanislaus	354	165	504	509	496	80	48.48
50755720000000	D		Waterford Unified	Stanislaus	364	82	475	485	473	35	42.68
50755725030259	S	Waterford High	Waterford Unified	Stanislaus	148	61	455	468	457	19	31.15
50755725030317	S	Connecting Waters Charter	Waterford Unified	Stanislaus	201	21	532	535	519	16	76.19
50757390000000	D		Turlock Unified	Stanislaus	1163	441	491	491	482	190	43.08
50757390124669	S	eCademy Charter at Crane	Turlock Unified	Stanislaus	48	0	NA	NA	NA	NA	NA
50757395030283	S	John H. Pitman High	Turlock Unified	Stanislaus	503	248	492	488	485	105	42.34
50757395036884	S	Roselawn High	Turlock Unified	Stanislaus	128	1	*	*	*	*	*
50757395037700	S	Turlock High	Turlock Unified	Stanislaus	470	192	491	497	479	85	44.27
50766380000000	D		SBE - Aspire Vanguard College	Stanislaus	11	13	404	418	384	2	15.38
50766380120212	S	Aspire Vanguard College Preparatory Acad	SBE - Aspire Vanguard College	Stanislaus	11	13	404	418	384	2	15.38
51000000000000	C			Sutter	1669	394	489	498	485	179	45.43
51105120000000	D		Sutter County Office of Educat	Sutter	118	0	NA	NA	NA	NA	NA
51713730000000	D		East Nicolaus Joint Union High	Sutter	82	25	522	513	506	14	56.00
51713735132758	S	East Nicolaus High	East Nicolaus Joint Union High	Sutter	78	25	522	513	506	14	56.00
51713990000000	D		Live Oak Unified	Sutter	144	57	434	445	453	12	21.05
51713995135256	S	Live Oak High	Live Oak Unified	Sutter	127	57	434	445	453	12	21.05
51714070000000	D		Marcum-Illinois Union Elementa	Sutter	162	12	567	506	547	9	75.00
51714070109793	S	South Sutter Charter	Marcum-Illinois Union Elementa	Sutter	162	12	567	506	547	9	75.00
51714150000000	D		Meridian Elementary	Sutter	55	0	NA	NA	NA	NA	NA
51714150129007	S	California Virtual Academy @ Sutter	Meridian Elementary	Sutter	55	0	NA	NA	NA	NA	NA
51714490000000	D		Sutter Union High	Sutter	172	47	504	504	492	28	59.57
51714495137500	S	Sutter High	Sutter Union High	Sutter	164	47	504	504	492	28	59.57
51714640000000	D		Yuba City Unified	Sutter	936	253	491	507	486	116	45.85
51714640107722	S	River Valley High	Yuba City Unified	Sutter	345	139	485	509	489	67	48.20
51714645130018	S	Albert Powell Continuation	Yuba City Unified	Sutter	128	2	*	*	*	*	*
51714645130075	S	Yuba City Unified Alternative	Yuba City Unified	Sutter	42	0	NA	NA	NA	NA	NA
51714645130125	S	Yuba City Charter	Yuba City Unified	Sutter	23	0	NA	NA	NA	NA	NA
51714645139001	S	Yuba City High	Yuba City Unified	Sutter	396	112	499	504	481	48	42.86
52000000000000	C			Tehama	768	183	487	497	480	83	45.36
52105200000000	D		Tehama County Office of Educat	Tehama	43	0	NA	NA	NA	NA	NA
52105205230073	S	Sacramento River Discovery Charter	Tehama County Office of Educat	Tehama	14	0	NA	NA	NA	NA	NA
52105206119671	S	Tehama eLearning Academy	Tehama County Office of Educat	Tehama	23	0	NA	NA	NA	NA	NA
52715060000000	D		Corning Union High	Tehama	243	66	463	455	456	22	33.33
52715065231709	S	Corning High	Corning Union High	Tehama	222	66	463	455	456	22	33.33
52715710000000	D		Los Molinos Unified	Tehama	47	21	428	434	439	4	19.05
52715715235106	S	Los Molinos High	Los Molinos Unified	Tehama	47	21	428	434	439	4	19.05
52716390000000	D		Red Bluff Joint Union High	Tehama	435	96	517	540	506	57	59.38
52716395230065	S	Red Bluff Independent Study High	Red Bluff Joint Union High	Tehama	57	0	NA	NA	NA	NA	NA
52716395237201	S	Red Bluff High	Red Bluff Joint Union High	Tehama	325	96	517	540	506	57	59.38
53000000000000	C			Trinity	164	66	477	495	450	22	33.33
53738330000000	D		Southern Trinity Joint Unified	Trinity	3	2	*	*	*	*	*
53738335337423	S	Southern Trinity High	Southern Trinity Joint Unified	Trinity	3	2	*	*	*	*	*
53750280000000	D		Mountain Valley Unified	Trinity	32	12	417	463	400	2	16.67
53750285337407	S	Hayfork High	Mountain Valley Unified	Trinity	31	12	417	463	400	2	16.67
53765130000000	D		Trinity Alps Unified	Trinity	123	52	490	500	458	19	36.54
53765135337456	S	Trinity High	Trinity Alps Unified	Trinity	117	52	490	500	458	19	36.54
54000000000000	C			Tulare	7094	2184	453	459	451	602	27.56
54105460000000	D		Tulare County Office of Educat	Tulare	262	30	499	460	463	13	43.33
54105460119602	S	University Preparatory High	Tulare County Office of Educat	Tulare	49	28	498	460	462	12	42.86
54105465430327	S	La Sierra High	Tulare County Office of Educat	Tulare	34	1	*	*	*	*	*
54105466119291	S	Eleanor Roosevelt Community Learning Cen	Tulare County Office of Educat	Tulare	4	1	*	*	*	*	*
54718030000000	D		Alpaugh Unified	Tulare	32	13	437	416	413	3	23.08
54718030112458	S	Central California Connections Academy	Alpaugh Unified	Tulare	18	3	*	*	*	*	*
54718035430301	S	Alpaugh Junior-Senior High	Alpaugh Unified	Tulare	14	10	*	*	*	*	*
54718370000000	D		Burton Elementary	Tulare	68	11	462	453	425	3	27.27
54718370109009	S	Summit Charter Academy	Burton Elementary	Tulare	32	11	462	453	425	3	27.27
54718370122705	S	Burton Pathways Charter Academy	Burton Elementary	Tulare	36	0	NA	NA	NA	NA	NA
54718600000000	D		Cutler-Orosi Joint Unified	Tulare	281	89	393	393	398	8	8.99
54718605430095	S	Esperanza High	Cutler-Orosi Joint Unified	Tulare	25	0	NA	NA	NA	NA	NA
54718605433230	S	Orosi High	Cutler-Orosi Joint Unified	Tulare	201	89	393	393	398	8	8.99
54719930000000	D		Lindsay Unified	Tulare	309	105	427	421	438	12	11.43
54719930124776	S	Loma Vista Charter	Lindsay Unified	Tulare	32	0	NA	NA	NA	NA	NA
54719935432414	S	Lindsay Senior High	Lindsay Unified	Tulare	239	105	427	421	438	12	11.43
54721400000000	D		Stone Corral Elementary	Tulare	205	0	NA	NA	NA	NA	NA
54721400123273	S	Crescent Valley Public Charter	Stone Corral Elementary	Tulare	205	0	NA	NA	NA	NA	NA
54722490000000	D		Tulare Joint Union High	Tulare	1255	456	451	465	448	116	25.44
54722490116368	S	Mission Oak High	Tulare Joint Union High	Tulare	332	146	446	467	437	30	20.55
54722495430186	S	Sierra Vista High	Tulare Joint Union High	Tulare	40	0	NA	NA	NA	NA	NA
54722495435409	S	Tulare Union High	Tulare Joint Union High	Tulare	440	176	461	471	454	54	30.68
54722495435466	S	Tulare Western High	Tulare Joint Union High	Tulare	394	134	442	453	453	32	23.88
54722560000000	D		Visalia Unified	Tulare	2029	621	484	483	477	249	40.10
54722560109751	S	Visalia Charter Independent Study	Visalia Unified	Tulare	212	4	*	*	*	*	*
54722560120659	S	Visalia Technical Early College	Visalia Unified	Tulare	49	0	NA	NA	NA	NA	NA
54722565430046	S	Golden West High	Visalia Unified	Tulare	384	126	489	485	480	55	43.65
54722565430368	S	El Diamante High	Visalia Unified	Tulare	409	182	487	475	480	71	39.01
54722565432828	S	Mt. Whitney High	Visalia Unified	Tulare	319	127	462	473	460	41	32.28
54722565434527	S	Redwood High	Visalia Unified	Tulare	420	181	492	497	484	80	44.20
54722565435839	S	Sequoia High	Visalia Unified	Tulare	224	1	*	*	*	*	*
54753250000000	D		Farmersville Unified	Tulare	180	81	388	401	397	7	8.64
54753255430210	S	Farmersville High	Farmersville Unified	Tulare	156	81	388	401	397	7	8.64
54755230000000	D		Porterville Unified	Tulare	1487	473	449	465	451	125	26.43
54755230114348	S	Butterfield Charter High	Porterville Unified	Tulare	120	0	NA	NA	NA	NA	NA
54755230116590	S	Harmony Magnet Academy	Porterville Unified	Tulare	129	91	499	517	504	43	47.25
54755235430251	S	Granite Hills High	Porterville Unified	Tulare	214	80	424	431	433	11	13.75
54755235430350	S	Prospect Education Center	Porterville Unified	Tulare	48	0	NA	NA	NA	NA	NA
54755235432786	S	Monache High	Porterville Unified	Tulare	401	140	459	481	452	43	30.71
54755235434113	S	Porterville High	Porterville Unified	Tulare	374	135	430	445	432	26	19.26
54755235434931	S	Strathmore High	Porterville Unified	Tulare	76	27	403	403	421	2	7.41
