cds	rtype	sname	dname	cname	enroll12	NumTstTakr	AvgScrRead	AvgScrMath	AvgScrWrite	NumGE1500	PctGE1500
30736353030244	S	Laguna Hills High	Saddleback Valley Unified	Orange	418	184	550	556	538	132	71.74
30736353030392	S	Trabuco Hills High	Saddleback Valley Unified	Orange	792	399	550	565	538	283	70.93
30736353030509	S	Mira Monte High (Alternative)	Saddleback Valley Unified	Orange	30	5	*	*	*	*	*
30736353034956	S	Mission Viejo High	Saddleback Valley Unified	Orange	590	336	539	552	526	230	68.45
30736430000000	D		Tustin Unified	Orange	1797	969	536	554	545	606	62.54
30736430102871	S	Arnold O. Beckman High	Tustin Unified	Orange	589	387	567	604	582	294	75.97
30736433032109	S	Foothill High	Tustin Unified	Orange	599	354	546	556	560	243	68.64
30736433037553	S	Tustin High	Tustin Unified	Orange	503	228	468	465	458	69	30.26
30736500000000	D		Irvine Unified	Orange	2105	1281	595	642	606	1110	86.65
30736503030129	S	Creekside High	Irvine Unified	Orange	68	1	*	*	*	*	*
30736503030152	S	Irvine High	Irvine Unified	Orange	428	242	592	640	603	208	85.95
30736503030285	S	Woodbridge High	Irvine Unified	Orange	559	349	559	609	571	278	79.66
30736503030467	S	Alternative Education-San Joaquin High	Irvine Unified	Orange	17	2	*	*	*	*	*
30736503030657	S	Northwood High	Irvine Unified	Orange	462	335	607	648	619	304	90.75
30736503035102	S	University High	Irvine Unified	Orange	567	352	623	672	630	318	90.34
30739240000000	D		Los Alamitos Unified	Orange	755	532	544	553	535	351	65.98
30739243030343	S	Laurel High (Continuation)	Los Alamitos Unified	Orange	11	1	*	*	*	*	*
30739243033917	S	Los Alamitos High	Los Alamitos Unified	Orange	740	531	544	554	536	351	66.10
31000000000000	C			Placer	5822	2897	524	532	514	1731	59.75
31103140000000	D		Placer County Office of Educat	Placer	43	0	NA	NA	NA	NA	NA
31667950000000	D		Colfax Elementary	Placer	40	0	NA	NA	NA	NA	NA
31667950119214	S	CORE Placer Charter	Colfax Elementary	Placer	40	0	NA	NA	NA	NA	NA
31668450000000	D		Loomis Union Elementary	Placer	13	0	NA	NA	NA	NA	NA
31668450121418	S	John Adams Academy	Loomis Union Elementary	Placer	13	0	NA	NA	NA	NA	NA
31668940000000	D		Placer Union High	Placer	1114	498	536	541	519	309	62.05
31668940102293	S	Foresthill High	Placer Union High	Placer	58	28	508	516	477	11	39.29
31668943130135	S	Maidu High Independent Study	Placer Union High	Placer	57	1	*	*	*	*	*
31668943131851	S	Colfax High	Placer Union High	Placer	182	88	554	540	537	53	60.23
31668943132453	S	Del Oro High	Placer Union High	Placer	416	238	539	552	523	164	68.91
31668943135704	S	Placer High	Placer Union High	Placer	326	143	527	527	510	81	56.64
31669280000000	D		Roseville Joint Union High	Placer	2597	1528	521	531	514	892	58.38
31669280116459	S	Antelope High	Roseville Joint Union High	Placer	466	287	480	483	476	104	36.24
31669283130119	S	Independence High (Alternative)	Roseville Joint Union High	Placer	105	4	*	*	*	*	*
31669283130176	S	Woodcreek High	Roseville Joint Union High	Placer	527	312	528	541	522	198	63.46
31669283130184	S	Granite Bay High	Roseville Joint Union High	Placer	522	387	560	577	555	308	79.59
31669283135308	S	Oakmont High	Roseville Joint Union High	Placer	402	258	523	533	508	152	58.91
31669283136504	S	Roseville High	Roseville Joint Union High	Placer	487	280	497	506	492	129	46.07
31669440000000	D		Tahoe-Truckee Unified	Placer	222	114	505	513	496	60	52.63
31669443130010	S	North Tahoe High	Tahoe-Truckee Unified	Placer	63	37	505	522	500	20	54.05
31669443130077	S	Sierra High (Continuation)	Tahoe-Truckee Unified	Placer	24	3	*	*	*	*	*
31669443138500	S	Tahoe Truckee High	Tahoe-Truckee Unified	Placer	127	74	509	510	498	39	52.70
31669510000000	D		Western Placer Unified	Placer	773	172	499	490	472	78	45.35
31669510122507	S	Partnerships for Student-Centered Learni	Western Placer Unified	Placer	166	0	NA	NA	NA	NA	NA
31669513130168	S	Horizon Charter	Western Placer Unified	Placer	212	38	509	494	474	17	44.74
31669513134657	S	Lincoln High	Western Placer Unified	Placer	348	134	496	489	471	61	45.52
31750850000000	D		Rocklin Unified	Placer	969	556	533	542	526	368	66.19
31750850108084	S	Whitney High	Rocklin Unified	Placer	433	258	517	521	513	143	55.43
31750850128561	S	Rocklin Independent Charter Academy	Rocklin Unified	Placer	28	0	NA	NA	NA	NA	NA
31750853130150	S	Rocklin High	Rocklin Unified	Placer	441	298	546	561	537	225	75.50
31765700000000	D		SBE - Western Sierra Collegiat	Placer	48	29	589	541	564	24	82.76
31765700119487	S	Western Sierra Collegiate Academy	SBE - Western Sierra Collegiat	Placer	48	29	589	541	564	24	82.76
32000000000000	C			Plumas	180	53	526	517	507	31	58.49
32669690000000	D		Plumas Unified	Plumas	178	53	526	517	507	31	58.49
32669693230083	S	Plumas Charter	Plumas Unified	Plumas	26	2	*	*	*	*	*
32669693232006	S	Chester Junior/Senior High	Plumas Unified	Plumas	38	17	509	540	508	9	52.94
32669693233509	S	Greenville Junior/Senior High	Plumas Unified	Plumas	15	1	*	*	*	*	*
32669693235603	S	Portola Junior/Senior High	Plumas Unified	Plumas	39	15	522	477	493	8	53.33
32669693236007	S	Quincy Junior/Senior High	Plumas Unified	Plumas	54	18	528	511	506	12	66.67
33000000000000	C			Riverside	34424	12905	471	477	466	4652	36.05
33103300000000	D		Riverside County Office of Edu	Riverside	1012	40	520	495	491	24	60.00
33103300110833	S	River Springs Charter	Riverside County Office of Edu	Riverside	187	40	520	495	491	24	60.00
33103300125237	S	Riverside County Education Academy	Riverside County Office of Edu	Riverside	16	0	NA	NA	NA	NA	NA
33103300128397	S	Come Back Kids	Riverside County Office of Edu	Riverside	193	0	NA	NA	NA	NA	NA
33103300128777	S	Gateway College and Career Academy	Riverside County Office of Edu	Riverside	141	0	NA	NA	NA	NA	NA
33103303330404	S	Riverside County Opportunity	Riverside County Office of Edu	Riverside	53	0	NA	NA	NA	NA	NA
33669770000000	D		Alvord Unified	Riverside	1500	466	454	464	451	132	28.33
33669770126896	S	Alvord Alternative Continuation High	Alvord Unified	Riverside	106	0	NA	NA	NA	NA	NA
33669773330008	S	La Sierra High	Alvord Unified	Riverside	712	297	455	468	449	85	28.62
33669773334299	S	Norte Vista High	Alvord Unified	Riverside	480	169	453	458	455	47	27.81
33669850000000	D		Banning Unified	Riverside	299	100	419	408	416	11	11.00
33669853330214	S	Banning High	Banning Unified	Riverside	223	100	419	408	416	11	11.00
33669853330974	S	Banning Independent Study	Banning Unified	Riverside	29	0	NA	NA	NA	NA	NA
33669930000000	D		Beaumont Unified	Riverside	623	217	462	465	465	78	35.94
33669933330479	S	Beaumont Senior High	Beaumont Unified	Riverside	554	217	462	465	465	78	35.94
33670330000000	D		Corona-Norco Unified	Riverside	4421	2106	487	498	482	918	43.59
33670330110627	S	Eleanor Roosevelt High	Corona-Norco Unified	Riverside	784	468	475	484	476	185	39.53
33670330110759	S	John F. Kennedy High	Corona-Norco Unified	Riverside	166	104	491	479	481	42	40.38
33670333330131	S	Corona-Norco Alternative	Corona-Norco Unified	Riverside	66	0	NA	NA	NA	NA	NA
33670333330446	S	Centennial High	Corona-Norco Unified	Riverside	692	402	497	515	490	188	46.77
33670333330586	S	Lee V. Pollard High	Corona-Norco Unified	Riverside	587	2	*	*	*	*	*
33670333330701	S	Santiago High	Corona-Norco Unified	Riverside	834	594	501	511	492	307	51.68
33670333331600	S	Corona High	Corona-Norco Unified	Riverside	682	291	473	483	470	103	35.40
33670333334232	S	Norco High	Corona-Norco Unified	Riverside	522	245	475	490	467	92	37.55
33670580000000	D		Desert Sands Unified	Riverside	2502	926	476	473	470	341	36.83
33670580118885	S	Shadow Hills High	Desert Sands Unified	Riverside	303	158	436	430	434	29	18.35
33670583330388	S	Palm Desert High	Desert Sands Unified	Riverside	484	255	512	510	506	140	54.90
33670583330669	S	La Quinta High	Desert Sands Unified	Riverside	709	344	483	490	474	132	38.37
33670583330909	S	Horizon	Desert Sands Unified	Riverside	74	2	*	*	*	*	*
33670583333192	S	Indio High	Desert Sands Unified	Riverside	477	167	441	425	445	40	23.95
33670820000000	D		Hemet Unified	Riverside	1888	533	472	472	466	183	34.33
33670820106716	S	Hamilton High	Hemet Unified	Riverside	80	17	491	523	510	9	52.94
33670820113159	S	Tahquitz High	Hemet Unified	Riverside	336	137	449	441	445	33	24.09
33670820128363	S	College Prep High	Hemet Unified	Riverside	19	0	NA	NA	NA	NA	NA
33670823330503	S	Helen Hunt Jackson Alternative High	Hemet Unified	Riverside	84	5	*	*	*	*	*
33670823330537	S	West Valley High	Hemet Unified	Riverside	410	166	469	469	470	54	32.53
33670823332673	S	Hemet High	Hemet Unified	Riverside	607	208	488	493	473	86	41.35
33670900000000	D		Jurupa Unified	Riverside	1550	485	452	464	448	132	27.22
33670900114157	S	Patriot High	Jurupa Unified	Riverside	497	186	465	485	453	64	34.41
33670903330412	S	Jurupa Valley High	Jurupa Unified	Riverside	403	168	439	458	438	41	24.40
33670903337136	S	Rubidoux High	Jurupa Unified	Riverside	420	131	450	441	454	27	20.61
33671160000000	D		Menifee Union Elementary	Riverside	59	25	524	504	496	11	44.00
33671160109843	S	Santa Rosa Academy	Menifee Union Elementary	Riverside	59	25	524	504	496	11	44.00
33671240000000	D		Moreno Valley Unified	Riverside	2518	856	441	443	437	192	22.43
33671240128868	S	Moreno Valley Online Academy	Moreno Valley Unified	Riverside	46	0	NA	NA	NA	NA	NA
33671243330396	S	Canyon Springs High	Moreno Valley Unified	Riverside	532	220	450	457	446	59	26.82
33671243330438	S	Valley View High	Moreno Valley Unified	Riverside	573	259	441	444	441	57	22.01
33671243331071	S	Vista del Lago High	Moreno Valley Unified	Riverside	503	167	439	432	435	41	24.55
33671243333762	S	March Mountain High	Moreno Valley Unified	Riverside	165	1	*	*	*	*	*
33671243333770	S	Moreno Valley High	Moreno Valley Unified	Riverside	537	209	431	438	426	35	16.75
33671570000000	D		Nuview Union	Riverside	94	85	461	467	471	24	28.24
33671570120279	S	Mosaica Online Academy of Southern Calif	Nuview Union	Riverside	2	1	*	*	*	*	*
33671573331014	S	Nuview Bridge Early College High	Nuview Union	Riverside	92	84	458	466	469	23	27.38
33671730000000	D		Palm Springs Unified	Riverside	1805	644	457	463	452	192	29.81
33671733330578	S	Cathedral City High	Palm Springs Unified	Riverside	622	266	453	457	446	73	27.44
33671733330818	S	Desert Hot Springs High	Palm Springs Unified	Riverside	406	125	430	428	433	25	20.00
33671733335130	S	Palm Springs High	Palm Springs Unified	Riverside	506	253	474	487	467	94	37.15
33671810000000	D		Palo Verde Unified	Riverside	275	46	431	442	427	9	19.57
33671813335759	S	Palo Verde High	Palo Verde Unified	Riverside	203	46	431	442	427	9	19.57
33672070000000	D		Perris Union High	Riverside	2236	745	453	460	445	218	29.26
33672070101170	S	California Military Institute	Perris Union High	Riverside	105	52	433	441	426	10	19.23
33672070113191	S	Heritage High	Perris Union High	Riverside	648	222	451	458	451	61	27.48
33672073330727	S	Paloma Valley High	Perris Union High	Riverside	647	277	481	484	459	109	39.35
33672073335973	S	Perris High	Perris Union High	Riverside	576	194	421	432	423	38	19.59
33672150000000	D		Riverside Unified	Riverside	3638	1475	476	490	473	568	38.51
33672150106526	S	Gateway to College Early College High	Riverside Unified	Riverside	35	0	NA	NA	NA	NA	NA
33672150115709	S	Riverside Virtual	Riverside Unified	Riverside	32	5	*	*	*	*	*
33672153330024	S	Arlington High	Riverside Unified	Riverside	535	288	438	445	435	54	18.75
33672153330362	S	Summit View Independent Study	Riverside Unified	Riverside	231	5	*	*	*	*	*
33672153330511	S	Opportunity Program	Riverside Unified	Riverside	29	0	NA	NA	NA	NA	NA
33672153330859	S	Martin Luther King Jr. High	Riverside Unified	Riverside	769	391	503	529	499	205	52.43
33672153334406	S	John W. North High	Riverside Unified	Riverside	571	298	480	490	476	109	36.58
33672153336237	S	Polytechnic High	Riverside Unified	Riverside	593	290	493	505	490	139	47.93
33672153336492	S	Ramona High	Riverside Unified	Riverside	532	194	447	456	452	56	28.87
33672153336955	S	Abraham Lincoln Continuation	Riverside Unified	Riverside	149	4	*	*	*	*	*
33672490000000	D		San Jacinto Unified	Riverside	816	226	435	433	431	40	17.70
33672493331006	S	Mountain Heights Academy	San Jacinto Unified	Riverside	92	0	NA	NA	NA	NA	NA
33672493337656	S	San Jacinto High	San Jacinto Unified	Riverside	544	207	434	432	429	35	16.91
33672496114748	S	San Jacinto Valley Academy	San Jacinto Unified	Riverside	32	19	443	446	447	5	26.32
33736760000000	D		Coachella Valley Unified	Riverside	1364	377	415	417	425	59	15.65
33736760100255	S	Desert Mirage High	Coachella Valley Unified	Riverside	512	148	401	391	420	19	12.84
33736760121673	S	NOVA Academy - Coachella	Coachella Valley Unified	Riverside	32	0	NA	NA	NA	NA	NA
33736763330354	S	West Shores High	Coachella Valley Unified	Riverside	58	28	400	385	403	2	7.14
33736763330990	S	Coachella Valley High	Coachella Valley Unified	Riverside	691	201	427	441	431	38	18.91
33751760000000	D		Lake Elsinore Unified	Riverside	1767	534	476	491	472	202	37.83
33751760107920	S	Lakeside High	Lake Elsinore Unified	Riverside	412	157	457	470	460	47	29.94
33751760116343	S	Keith McCarthy Academy	Lake Elsinore Unified	Riverside	120	0	NA	NA	NA	NA	NA
33751760124859	S	Southern California Online Academy	Lake Elsinore Unified	Riverside	36	0	NA	NA	NA	NA	NA
33751763330487	S	Temescal Canyon High	Lake Elsinore Unified	Riverside	480	191	484	507	480	85	44.50
33751763332350	S	Elsinore High	Lake Elsinore Unified	Riverside	524	186	483	491	473	70	37.63
33751920000000	D		Temecula Valley Unified	Riverside	2404	1316	514	513	504	700	53.19
33751920105734	S	Great Oak High	Temecula Valley Unified	Riverside	795	498	523	525	516	292	58.63
33751923330370	S	Temecula Valley High	Temecula Valley Unified	Riverside	638	345	505	503	492	166	48.12
33751923330495	S	Rancho Vista High	Temecula Valley Unified	Riverside	140	1	*	*	*	*	*
33751923330636	S	Susan H. Nelson	Temecula Valley Unified	Riverside	76	6	*	*	*	*	*
33751923330743	S	Chaparral High	Temecula Valley Unified	Riverside	688	405	509	510	500	209	51.60
33751923330917	S	Temecula Preparatory	Temecula Valley Unified	Riverside	64	61	524	502	508	31	50.82
33752000000000	D		Murrieta Valley Unified	Riverside	2014	1043	496	500	489	491	47.08
33752000100420	S	Vista Murrieta High	Murrieta Valley Unified	Riverside	787	442	486	492	485	188	42.53
33752000102079	S	Tenaja Canyon Academy	Murrieta Valley Unified	Riverside	32	0	NA	NA	NA	NA	NA
33752000118794	S	Murrieta Mesa High	Murrieta Valley Unified	Riverside	511	267	497	496	484	123	46.07
33752003330529	S	Murrieta Valley High	Murrieta Valley Unified	Riverside	563	334	508	512	499	180	53.89
33752420000000	D		Val Verde Unified	Riverside	1557	660	430	437	423	127	19.24
33752420109108	S	Citrus Hill High	Val Verde Unified	Riverside	512	276	414	433	411	50	18.12
33752420123190	S	Val Verde Academy	Val Verde Unified	Riverside	38	0	NA	NA	NA	NA	NA
33752423330552	S	Rancho Verde High	Val Verde Unified	Riverside	744	384	441	441	432	77	20.05
34000000000000	C			Sacramento	19389	7240	491	503	483	3278	45.28
34103480000000	D		Sacramento County Office of Ed	Sacramento	253	0	NA	NA	NA	NA	NA
34673140000000	D		Elk Grove Unified	Sacramento	4843	2500	488	506	480	1118	44.72
34673140105916	S	Monterey Trail High	Elk Grove Unified	Sacramento	479	303	460	478	454	97	32.01
34673140108753	S	Pleasant Grove High	Elk Grove Unified	Sacramento	555	342	515	548	502	204	59.65
34673140116897	S	Cosumnes Oaks High	Elk Grove Unified	Sacramento	465	273	514	522	497	142	52.01
34673143430170	S	Valley High	Elk Grove Unified	Sacramento	317	169	421	432	428	33	19.53
34673143430352	S	Las Flores High (Alternative)	Elk Grove Unified	Sacramento	55	0	NA	NA	NA	NA	NA
34673143430477	S	Florin High	Elk Grove Unified	Sacramento	328	161	436	471	426	41	25.47
34673143430592	S	Laguna Creek High	Elk Grove Unified	Sacramento	344	205	492	503	481	95	46.34
34673143430618	S	Sheldon High	Elk Grove Unified	Sacramento	576	343	485	495	473	143	41.69
34673143430873	S	Franklin High	Elk Grove Unified	Sacramento	663	485	505	525	504	254	52.37
34673143432572	S	Elk Grove High	Elk Grove Unified	Sacramento	422	215	500	522	499	107	49.77
34673146112254	S	Elk Grove Charter	Elk Grove Unified	Sacramento	117	4	*	*	*	*	*
34673300000000	D		Folsom-Cordova Unified	Sacramento	1417	681	531	546	522	426	62.56
34673300113571	S	Vista del Lago High	Folsom-Cordova Unified	Sacramento	344	251	541	557	537	170	67.73
34673303430501	S	Walnutwood High (Independent Study)	Folsom-Cordova Unified	Sacramento	64	0	NA	NA	NA	NA	NA
34673303430709	S	Folsom Lake High	Folsom-Cordova Unified	Sacramento	43	2	*	*	*	*	*
34673303431533	S	Cordova High	Folsom-Cordova Unified	Sacramento	405	155	486	498	471	63	40.65
34673303433216	S	Folsom High	Folsom-Cordova Unified	Sacramento	453	273	546	564	539	192	70.33
34673550000000	D		Galt Joint Union High	Sacramento	596	132	505	513	489	73	55.30
34673550119131	S	Liberty Ranch High	Galt Joint Union High	Sacramento	276	90	504	506	488	50	55.56
34673553433471	S	Galt High	Galt Joint Union High	Sacramento	208	42	506	528	492	23	54.76
34674130000000	D		River Delta Joint Unified	Sacramento	153	57	476	471	474	21	36.84
34674134835302	S	Rio Vista High	River Delta Joint Unified	Sacramento	77	36	483	481	474	15	41.67
34674135731708	S	Delta High	River Delta Joint Unified	Sacramento	50	21	466	453	474	6	28.57
34674390000000	D		Sacramento City Unified	Sacramento	3312	1385	469	483	463	513	37.04
34674390101881	S	New Technology High	Sacramento City Unified	Sacramento	49	25	384	396	392	1	4.00
34674390101899	S	George Washington Carver School of Arts	Sacramento City Unified	Sacramento	73	23	560	501	513	13	56.52
34674390101907	S	The MET	Sacramento City Unified	Sacramento	90	34	540	509	504	18	52.94
34674390101972	S	Rosemont High	Sacramento City Unified	Sacramento	307	115	469	487	459	40	34.78
34674390102038	S	Sacramento Charter High	Sacramento City Unified	Sacramento	167	144	411	412	418	20	13.89
34674390108951	S	Arthur A. Benjamin Health Professions Hi	Sacramento City Unified	Sacramento	78	44	418	445	426	6	13.64
34674390114546	S	School of Engineering & Sciences	Sacramento City Unified	Sacramento	37	32	477	473	430	8	25.00
34674393430154	S	American Legion High (Continuation)	Sacramento City Unified	Sacramento	217	1	*	*	*	*	*
34674393430519	S	Capital City Independent Study	Sacramento City Unified	Sacramento	302	0	NA	NA	NA	NA	NA
34674393430865	S	West Campus	Sacramento City Unified	Sacramento	229	188	518	540	519	120	63.83
34674393431012	S	Luther Burbank High	Sacramento City Unified	Sacramento	409	180	386	411	382	15	8.33
34674393434636	S	Hiram W. Johnson High	Sacramento City Unified	Sacramento	356	107	409	433	404	12	11.21
34674393434768	S	John F. Kennedy High	Sacramento City Unified	Sacramento	447	252	485	507	480	106	42.06
34674393435419	S	C. K. McClatchy High	Sacramento City Unified	Sacramento	526	240	538	544	524	154	64.17
34674470000000	D		San Juan Unified	Sacramento	4555	1474	525	530	514	843	57.19
34674473430048	S	Mesa Verde High	San Juan Unified	Sacramento	229	91	433	458	447	23	25.27
34674473430097	S	La Entrada Continuation High	San Juan Unified	Sacramento	60	2	*	*	*	*	*
34674473430386	S	El Sereno Alternative Education	San Juan Unified	Sacramento	143	9	*	*	*	*	*
34674473430493	S	Bella Vista High	San Juan Unified	Sacramento	487	257	546	557	533	176	68.48
34674473430691	S	Options for Youth-San Juan	San Juan Unified	Sacramento	240	11	475	425	451	5	45.45
34674473430717	S	Visions In Education	San Juan Unified	Sacramento	915	46	510	481	476	16	34.78
34674473430758	S	San Juan Choices Charter	San Juan Unified	Sacramento	63	2	*	*	*	*	*
34674473431111	S	Casa Roble Fundamental High	San Juan Unified	Sacramento	304	158	490	496	477	67	42.41
34674473432051	S	Del Campo High	San Juan Unified	Sacramento	441	200	511	499	495	103	51.50
34674473432317	S	El Camino Fundamental High	San Juan Unified	Sacramento	373	180	515	520	500	98	54.44
34674473432838	S	Encina Preparatory High	San Juan Unified	Sacramento	219	40	388	389	379	3	7.50
34674473435930	S	Mira Loma High	San Juan Unified	Sacramento	355	197	589	618	588	159	80.71
34674473436714	S	Rio Americano High	San Juan Unified	Sacramento	393	255	563	560	552	183	71.76
34674473438504	S	San Juan High	San Juan Unified	Sacramento	214	26	425	444	428	4	15.38
34739730000000	D		Center Joint Unified	Sacramento	399	133	486	503	467	50	37.59
34739730106377	S	Global Youth Charter	Center Joint Unified	Sacramento	14	5	*	*	*	*	*
34739733430378	S	Center High	Center Joint Unified	Sacramento	325	127	488	509	469	50	39.37
34739733430816	S	Antelope View Charter	Center Joint Unified	Sacramento	15	1	*	*	*	*	*
34752830000000	D		Natomas Unified	Sacramento	923	368	480	468	472	134	36.41
34752830102236	S	Inderkum High	Natomas Unified	Sacramento	340	166	460	457	440	42	25.30
34752830112425	S	Natomas Pacific Pathways Prep	Natomas Unified	Sacramento	90	68	493	485	497	32	47.06
34752833430584	S	Natomas High	Natomas Unified	Sacramento	254	66	460	446	461	20	30.30
34752833430659	S	Natomas Charter	Natomas Unified	Sacramento	104	68	534	498	535	40	58.82
34765050000000	D		Twin Rivers Unified	Sacramento	2742	510	428	436	420	100	19.61
34765050101832	S	Futures High	Twin Rivers Unified	Sacramento	47	12	482	479	526	6	50.00
34765050108415	S	Heritage Peak Charter	Twin Rivers Unified	Sacramento	223	24	484	479	458	10	41.67
34765050108795	S	Creative Connections Arts Academy	Twin Rivers Unified	Sacramento	26	0	NA	NA	NA	NA	NA
34765050108837	S	Community Collaborative Charter	Twin Rivers Unified	Sacramento	292	1	*	*	*	*	*
34765050114272	S	SAVA: Sacramento Academic and Vocational	Twin Rivers Unified	Sacramento	384	2	*	*	*	*	*
34765053430634	S	Elwood J. Keema High	Twin Rivers Unified	Sacramento	306	2	*	*	*	*	*
34765053433265	S	Foothill High	Twin Rivers Unified	Sacramento	250	85	462	455	442	22	25.88
34765053433794	S	Grant Union High	Twin Rivers Unified	Sacramento	379	190	397	404	394	21	11.05
34765053434370	S	Highlands High	Twin Rivers Unified	Sacramento	189	68	408	433	405	8	11.76
34765053436979	S	Rio Linda High	Twin Rivers Unified	Sacramento	380	126	445	460	436	32	25.40
35000000000000	C			San Benito	849	281	485	497	477	113	40.21
35103550000000	D		San Benito County Office of Ed	San Benito	37	0	NA	NA	NA	NA	NA
35675380000000	D		San Benito High	San Benito	741	261	484	497	476	105	40.23
35675383537008	S	San Benito High	San Benito High	San Benito	665	261	484	497	476	105	40.23
35752590000000	D		Aromas/San Juan Unified	San Benito	71	20	496	492	494	8	40.00
35752593530060	S	Anzar High	Aromas/San Juan Unified	San Benito	71	20	496	492	494	8	40.00
36000000000000	C			San Bernardino	34378	11215	469	478	464	3958	35.29
36103630000000	D		San Bernardino County Office o	San Bernardino	556	0	NA	NA	NA	NA	NA
36675870000000	D		Adelanto Elementary	San Bernardino	624	0	NA	NA	NA	NA	NA
36675870120592	S	Alta Vista Public	Adelanto Elementary	San Bernardino	615	0	NA	NA	NA	NA	NA
36676110000000	D		Barstow Unified	San Bernardino	444	82	452	456	449	18	21.95
36676113630803	S	Barstow High	Barstow Unified	San Bernardino	289	82	452	456	449	18	21.95
36676370000000	D		Bear Valley Unified	San Bernardino	241	63	499	523	478	30	47.62
36676373631066	S	Big Bear High	Bear Valley Unified	San Bernardino	223	63	499	523	478	30	47.62
36676520000000	D		Chaffey Joint Union High	San Bernardino	6354	2838	473	489	469	1103	38.87
36676520126243	S	Chaffey District Online High	Chaffey Joint Union High	San Bernardino	54	0	NA	NA	NA	NA	NA
36676523630225	S	Alta Loma High	Chaffey Joint Union High	San Bernardino	672	326	492	499	482	140	42.94
36676523630373	S	Etiwanda High	Chaffey Joint Union High	San Bernardino	730	394	480	498	474	174	44.16
36676523630571	S	Rancho Cucamonga High	Chaffey Joint Union High	San Bernardino	808	462	490	499	483	201	43.51
36676523631058	S	Los Osos High	Chaffey Joint Union High	San Bernardino	795	531	511	532	506	299	56.31
36676523631157	S	Colony High	Chaffey Joint Union High	San Bernardino	526	203	469	481	458	70	34.48
36676523632205	S	Chaffey High	Chaffey Joint Union High	San Bernardino	907	298	449	454	451	81	27.18
36676523633906	S	Montclair High	Chaffey Joint Union High	San Bernardino	787	336	429	458	434	73	21.73
36676523634482	S	Ontario High	Chaffey Joint Union High	San Bernardino	683	287	425	450	428	65	22.65
36676523637659	S	Valley View High (Continuation)	Chaffey Joint Union High	San Bernardino	361	1	*	*	*	*	*
36676780000000	D		Chino Valley Unified	San Bernardino	2634	1328	495	513	493	644	48.49
36676783630035	S	Don Antonio Lugo High	Chino Valley Unified	San Bernardino	504	176	469	467	470	63	35.80
36676783630522	S	Ruben S. Ayala High	Chino Valley Unified	San Bernardino	616	444	510	540	509	250	56.31
36676783631017	S	Chino Hills High	Chino Valley Unified	San Bernardino	707	445	514	535	511	255	57.30
36676783632502	S	Chino High	Chino Valley Unified	San Bernardino	610	263	455	463	449	76	28.90
36676860000000	D		Colton Joint Unified	San Bernardino	1664	297	438	443	431	61	20.54
36676860125500	S	Grand Terrace High School at the Ray Abr	Colton Joint Unified	San Bernardino	418	0	NA	NA	NA	NA	NA
36676863630399	S	Washington High	Colton Joint Unified	San Bernardino	55	0	NA	NA	NA	NA	NA
36676863631322	S	Bloomington High	Colton Joint Unified	San Bernardino	488	164	441	457	440	42	25.61
36676863632742	S	Colton High	Colton Joint Unified	San Bernardino	493	133	434	427	420	19	14.29
36677100000000	D		Fontana Unified	San Bernardino	3280	1103	437	442	431	226	20.49
36677100108191	S	Summit High	Fontana Unified	San Bernardino	470	242	446	454	433	55	22.73
36677100120758	S	Jurupa Hills High	Fontana Unified	San Bernardino	546	249	439	438	430	52	20.88
36677103630555	S	Fontana A. B. Miller High	Fontana Unified	San Bernardino	567	195	435	437	433	32	16.41
36677103630902	S	Henry J. Kaiser High	Fontana Unified	San Bernardino	553	220	437	436	426	48	21.82
36677103633302	S	Fontana High	Fontana Unified	San Bernardino	531	197	423	442	434	39	19.80
36677360000000	D		Helendale Elementary	San Bernardino	60	21	466	445	451	6	28.57
36677360116723	S	Academy of Careers and Exploration	Helendale Elementary	San Bernardino	60	21	466	445	451	6	28.57
36677770000000	D		Morongo Unified	San Bernardino	713	138	496	506	487	64	46.38
36677770124214	S	Hope Academy Charter	Morongo Unified	San Bernardino	116	0	NA	NA	NA	NA	NA
36677773636743	S	Twentynine Palms High	Morongo Unified	San Bernardino	179	50	504	521	484	24	48.00
36677773638616	S	Yucca Valley High	Morongo Unified	San Bernardino	318	88	492	498	489	40	45.45
36678010000000	D		Needles Unified	San Bernardino	71	11	445	432	390	0	0.00
36678013634169	S	Needles High	Needles Unified	San Bernardino	61	11	445	432	390	0	0.00
36678270000000	D		Oro Grande Elementary	San Bernardino	765	84	422	419	423	16	19.05
36678270111807	S	Mojave River Academy	Oro Grande Elementary	San Bernardino	614	2	*	*	*	*	*
36678270113928	S	Riverside Preparatory	Oro Grande Elementary	San Bernardino	151	82	419	417	423	15	18.29
36678430000000	D		Redlands Unified	San Bernardino	1913	827	512	507	497	417	50.42
36678430118802	S	Citrus Valley High	Redlands Unified	San Bernardino	553	263	496	494	479	115	43.73
36678433630779	S	Redlands East Valley High	Redlands Unified	San Bernardino	497	242	509	501	495	118	48.76
36678433630928	S	Grove	Redlands Unified	San Bernardino	34	29	569	536	535	22	75.86
36678433634995	S	Orangewood High (Continuation)	Redlands Unified	San Bernardino	186	1	*	*	*	*	*
36678433635042	S	Redlands Senior High	Redlands Unified	San Bernardino	566	292	524	521	510	162	55.48
36678500000000	D		Rialto Unified	San Bernardino	2074	656	438	446	434	139	21.19
